index,begin_time,end_time,low_freq,high_freq,species,selected,file,period,group,exists,class
37,1.040834355,1.189524977,3909.1,4713.3,aden_marm,True,wavs/selected/night/LEEC42__0__20161119_191600_aa.Table.1.selections.wav,night,frog,True,aden_marm
38,12.477,15.673,3975.9,5204.8,aden_marm,True,wavs/selected/night/LEEC42__0__20161201_183100_aa.Table.1.selections.wav,night,frog,True,aden_marm
39,0.812842067,1.001183522,4089.6,4920.3,aden_marm,True,wavs/selected/night/LEEC42__0__20161210_200100_aa.Table.1.selections.wav,night,frog,True,aden_marm
40,0.277555828,0.386595617,4275.6,5191.8,aden_marm,True,wavs/selected/night/LEEC42__0__20161211_183100_aa.Table.1.selections.wav,night,frog,True,aden_marm
41,38.948999977,39.230235522,4056.6,5053.7,aden_marm,True,wavs/selected/night/LEEC42__0__20161213_205400_aa.Table.1.selections.wav,night,frog,True,aden_marm
42,1.989,4.994,3868.3,5134.9,aden_marm,True,wavs/selected/night/LEEC42__0__20170105_183100_br.Table.1.selections.wav,night,frog,True,aden_marm
43,0.991270814,1.139961436,4284.4,5322.4,aden_marm,True,wavs/selected/night/LEEC42__0__20170105_221600_br.Table.1.selections.wav,night,frog,True,aden_marm
44,4.914,8.121,3968.6,5267.4,aden_marm,True,wavs/selected/night/LEEC42__0__20170107_192400_br.Table.1.selections.wav,night,frog,True,aden_marm
45,9.351,12.222,3716.8,4778.8,aden_marm,True,wavs/selected/night/LEEC43__0__20161021_191600_ma.Table.1.selections.wav,night,frog,True,aden_marm
46,7.96051886,8.111180759,3975.2,4902.8,aden_marm,True,wavs/selected/night/LEEC43__0__20161024_183100_ma.Table.1.selections.wav,night,frog,True,aden_marm
47,3.951,7.181,3829.1,4820.5,aden_marm,True,wavs/selected/night/LEEC43__0__20161024_200900_ma.Table.1.selections.wav,night,frog,True,aden_marm
48,7.991807338,8.433748909,4053.0,4983.1,aden_marm,True,wavs/selected/night/LEEC43__0__20161025_222400_ma.Table.1.selections.wav,night,frog,True,aden_marm
49,3.65308701,3.884101922,4006.8,5117.4,aden_marm,True,wavs/selected/night/LEEC43__0__20161026_213900_ma.Table.1.selections.wav,night,frog,True,aden_marm
50,5.751,8.981,3804.9,5122.0,aden_marm,True,wavs/selected/night/LEEC43__0__20161027_191600_ma.Table.1.selections.wav,night,frog,True,aden_marm
51,3.702,6.976,3840.0,5206.2,aden_marm,True,wavs/selected/night/LEEC43__0__20161102_200100_ma.Table.1.selections.wav,night,frog,True,aden_marm
52,4.826,7.932,3802.3,4918.6,aden_marm,True,wavs/selected/night/LEEC43__0__20161102_205400_ma.Table.1.selections.wav,night,frog,True,aden_marm
53,2.12,5.305,3728.8,5186.4,aden_marm,True,wavs/selected/night/LEEC43__0__20161106_200900_ma.Table.1.selections.wav,night,frog,True,aden_marm
54,17.801302726,18.088771262,3653.6,4652.0,aden_marm,True,wavs/selected/night/LEEC43__0__20161107_221600_ma.Table.1.selections.wav,night,frog,True,aden_marm
55,11.596332782,11.827347694,4056.8,5034.3,aden_marm,True,wavs/selected/night/LEEC43__0__20161109_191600_ma.Table.1.selections.wav,night,frog,True,aden_marm
56,24.666155552,24.947391097,3996.2,5153.6,aden_marm,True,wavs/selected/night/LEEC43__0__20161215_191600_aa.Table.1.selections.wav,night,frog,True,aden_marm
57,8.315,11.006,4034.8,5252.2,aden_marm,True,wavs/selected/night/LEEC43__0__20161219_200900_aa.Table.1.selections.wav,night,frog,True,aden_marm
58,8.573,11.87,3642.2,5208.1,aden_marm,True,wavs/selected/night/LEEC43__0__20161221_183100_aa.Table.1.selections.wav,night,frog,True,aden_marm
59,12.455814037,12.706917202,4105.7,4936.6,aden_marm,True,wavs/selected/night/LEEC49__0__20161110_183100_ma.Table.1.selections.wav,night,frog,True,aden_marm
60,0.150661899,0.753309496,293.3,2566.0,apla_leuc,True,wavs/selected/night/LEEC18__1__20161120_204600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
61,9.639,12.93,310.9,2829.0,apla_leuc,True,wavs/selected/night/LEEC18__1__20161120_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
62,54.971,58.486,395.6,2802.2,apla_leuc,True,wavs/selected/night/LEEC18__1__20161121_192400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
63,5.313211563,7.692261516,148.0,2589.8,apla_leuc,True,wavs/selected/night/LEEC18__1__20161122_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
64,3.274385278,3.525488443,518.1,2615.1,apla_leuc,True,wavs/selected/night/LEEC18__1__20161125_213900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
65,13.771,17.118,538.9,2658.7,apla_leuc,True,wavs/selected/night/LEEC18__1__20161126_204600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
66,2.97,6.038,1938.7,2807.8,apla_leuc,True,wavs/selected/night/LEEC18__1__20161203_184100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
67,8.134,11.022,573.0,2764.0,apla_leuc,True,wavs/selected/night/LEEC18__1__20161204_184100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
68,0.396508326,1.159786852,373.3,2762.5,apla_leuc,True,wavs/selected/night/LEEC18__1__20161209_191600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
69,0.814,4.105,239.3,2871.8,apla_leuc,True,wavs/selected/night/LEEC18__1__20161209_192400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
70,2.716,5.85,566.7,2566.7,apla_leuc,True,wavs/selected/night/LEEC18__1__20161210_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
71,3.326861473,3.718582411,557.6,2700.3,apla_leuc,True,wavs/selected/night/LEEC18__1__20161212_200100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
72,0.914015522,1.3961336,492.8,2688.2,apla_leuc,True,wavs/selected/night/LEEC18__1__20161212_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
73,4.488,7.678,392.4,2713.9,apla_leuc,True,wavs/selected/night/LEEC18__1__20161214_205400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
74,2.0,5.314,433.7,2566.3,apla_leuc,True,wavs/selected/night/LEEC18__1__20161214_222400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
75,0.991270814,1.823938298,298.6,2687.8,apla_leuc,True,wavs/selected/night/LEEC18__1__20161215_213100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
76,6.302,9.448,263.7,3923.1,apla_leuc,True,wavs/selected/night/LEEC18__1__20161218_183100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
77,1.707501525,1.928472311,572.0,2436.2,apla_leuc,True,wavs/selected/night/LEEC18__1__20161218_205400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
78,39.170865488,39.37174802,629.1,3145.3,apla_leuc,True,wavs/selected/night/LEEC18__1__20161230_183900_br.Table.1.selections.wav,night,frog,True,apla_leuc
79,4.95635407,5.362775103,240.7,3033.1,apla_leuc,True,wavs/selected/night/LEEC18__1__20161230_213900_br.Table.1.selections.wav,night,frog,True,apla_leuc
80,0.723627694,1.86358913,677.5,2710.1,apla_leuc,True,wavs/selected/night/LEEC24__0__20161019_221600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
81,27.389,27.849,504.5,2991.0,apla_leuc,True,wavs/selected/night/LEEC24__0__20161025_183100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
82,47.849689663,48.000351562,189.6,1184.8,apla_leuc,True,wavs/selected/night/LEEC24__0__20161027_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
83,0.341500305,0.512250458,840.3,2567.5,apla_leuc,True,wavs/selected/night/LEEC24__0__20161028_213100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
84,4.891489663,5.092372196,611.4,2598.6,apla_leuc,True,wavs/selected/night/LEEC24__0__20161030_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
85,4.928093823,5.522856311,367.5,2552.1,apla_leuc,True,wavs/selected/night/LEEC24__0__20161031_213100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
86,21.204178466,21.552174598,375.9,4009.1,apla_leuc,True,wavs/selected/night/LEEC41__0__20161228_204600_br.Table.1.selections.wav,night,frog,True,apla_leuc
87,9.334883725,9.473661639,227.8,2232.3,apla_leuc,True,wavs/selected/night/LEEC41__0__20161229_191600_br.Table.1.selections.wav,night,frog,True,apla_leuc
88,5.307,7.729,401.7,2711.2,apla_leuc,True,wavs/selected/night/LEEC41__0__20161231_204600_br.Table.1.selections.wav,night,frog,True,apla_leuc
89,5.835637565,5.986299465,328.1,3215.6,apla_leuc,True,wavs/selected/night/LEEC41__0__20170104_200100_br.Table.1.selections.wav,night,frog,True,apla_leuc
90,5.82279284,6.104028385,836.8,2422.4,apla_leuc,True,wavs/selected/night/LEEC41__0__20170104_205400_br.Table.1.selections.wav,night,frog,True,apla_leuc
91,4.108047787,4.208489053,522.8,1750.1,apla_leuc,True,wavs/selected/night/LEEC42__0__20161123_213900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
92,1.229175809,1.348128307,643.8,2364.5,apla_leuc,True,wavs/selected/night/LEEC42__0__20161124_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
93,10.962175897,11.10279367,481.8,1708.1,apla_leuc,True,wavs/selected/night/LEEC42__0__20161205_213900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
94,1.586033302,1.724811216,2076.7,2519.6,apla_leuc,True,wavs/selected/night/LEEC42__0__20161211_183100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
95,31.89751975,32.088358156,339.9,1835.7,apla_leuc,True,wavs/selected/night/LEEC42__0__20161213_205400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
96,43.16449002,43.719601676,350.6,1519.3,apla_leuc,True,wavs/selected/night/LEEC43__0__20161220_213100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
97,3.846,7.289,584.5,2785.1,apla_leuc,True,wavs/selected/night/LEEC45__0__20161019_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
98,3.63,7.219,410.3,3418.8,apla_leuc,True,wavs/selected/night/LEEC45__0__20161022_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
99,17.950602105,18.151484637,475.9,2447.5,apla_leuc,True,wavs/selected/night/LEEC45__0__20161024_222400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
100,3.65,6.488,381.8,3245.5,apla_leuc,True,wavs/selected/night/LEEC45__0__20161025_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
101,0.703,3.72,384.8,3953.4,apla_leuc,True,wavs/selected/night/LEEC45__0__20161029_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
102,0.386595617,0.644326029,474.5,3457.3,apla_leuc,True,wavs/selected/night/LEEC45__0__20161031_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
103,0.277555828,0.842580192,191.7,2828.2,apla_leuc,True,wavs/selected/night/LEEC45__0__20161102_200100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
104,0.632779977,0.813574256,644.1,2887.4,apla_leuc,True,wavs/selected/night/LEEC45__0__20161105_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
105,11.661269106,11.862151638,510.8,2954.0,apla_leuc,True,wavs/selected/night/LEEC45__0__20161105_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
106,24.835,28.278,145.0,2755.3,apla_leuc,True,wavs/selected/night/LEEC45__0__20161105_213900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
107,0.683976862,1.367953723,363.1,3069.8,apla_leuc,True,wavs/selected/night/LEEC45__0__20161106_183900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
108,6.601863621,6.97854653,194.8,3467.2,apla_leuc,True,wavs/selected/night/LEEC45__0__20161106_213900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
109,4.87140141,5.112460449,507.0,3486.0,apla_leuc,True,wavs/selected/night/LEEC45__0__20161107_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
110,1.536469762,1.893327255,403.8,3311.5,apla_leuc,True,wavs/selected/night/LEEC45__0__20161108_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
111,1.992454336,2.597129533,360.0,2880.0,apla_leuc,True,wavs/selected/night/LEEC45__0__20161109_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
112,48.314,48.616,525.4,3537.9,apla_leuc,True,wavs/selected/night/LEEC45__0__20161110_183900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
113,0.96153269,1.16969956,915.1,2798.1,apla_leuc,True,wavs/selected/night/LEEC45__0__20161111_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
114,4.455773798,4.634202545,537.6,2419.4,apla_leuc,True,wavs/selected/night/LEEC48__0__20161019_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
115,13.431958528,13.600474566,594.8,2634.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161020_213100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
116,1.576927879,1.908384058,397.5,2628.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161022_200100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
117,1.080485187,1.457168097,271.7,2601.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161024_183100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
118,36.5041939,36.856463488,294.0,2989.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161025_183100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
119,0.337032077,0.812842067,325.6,2651.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161025_200100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
120,4.047783027,4.349106826,479.1,2526.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161025_222400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
121,3.746459229,4.057827154,556.8,2450.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161026_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
122,0.513,3.574,387.1,2991.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161102_213900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
123,5.413784247,5.775372806,436.7,3275.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161103_183100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
124,7.784198129,8.075477801,442.5,2591.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161107_183900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
125,0.74345311,1.308477474,73.7,2470.5,apla_leuc,True,wavs/selected/night/LEEC48__0__20161108_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
126,0.69388957,0.882231024,556.8,2466.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161111_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
127,2.480899275,2.742046567,539.2,2426.4,apla_leuc,True,wavs/selected/night/LEEC48__0__20161111_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
128,3.234208771,3.676150342,506.5,3105.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161111_213100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
129,1.01109623,1.417517264,327.9,2582.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161113_200100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
130,0.614587905,0.842580192,133.4,2445.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161115_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
131,5.252837476,5.81786184,354.2,3763.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161116_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
132,4.600209991,4.93166617,484.5,2576.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161116_213100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
133,0.237904995,0.664151445,196.0,2597.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161117_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
134,2.02219246,6.463085707,303.1,1250.3,apla_leuc,True,wavs/selected/night/LEEC48__0__20161122_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
135,5.402425936,5.580854683,579.1,2539.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161123_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
136,35.603,35.849,549.3,3021.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161125_183100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
137,37.06219243,37.263074962,683.1,2632.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161126_184100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
138,8.043131137,8.314322555,527.0,2503.5,apla_leuc,True,wavs/selected/night/LEEC48__0__20161126_191600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
139,2.619,5.311,341.9,2871.8,apla_leuc,True,wavs/selected/night/LEEC48__0__20161126_200100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
140,2.023042883,2.213881289,183.7,2497.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161126_213100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
141,2.481,6.149,100.7,2685.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161129_213100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
142,2.220446623,2.438526202,2094.1,2534.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161130_205400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
143,6.822116224,6.962733997,604.7,2764.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161202_205400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
144,28.130947495,28.299463534,496.1,2645.9,apla_leuc,True,wavs/selected/night/LEEC48__0__20161202_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
145,11.403684235,11.601938398,532.1,2382.7,apla_leuc,True,wavs/selected/night/LEEC48__0__20161205_222400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
146,1.308477474,1.476993513,512.0,2373.7,apla_leuc,True,wavs/selected/night/LEEC48__0__20161207_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
147,1.853676422,3.281106394,277.6,2022.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161207_222400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
148,6.842,10.297,442.5,2757.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161208_192400_aa.Table.1.selections.wav,night,frog,True,apla_leuc
149,2.944074317,3.102677648,657.0,2628.1,apla_leuc,True,wavs/selected/night/LEEC48__0__20161210_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
150,2.99258202,3.153288046,558.4,2641.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161211_200900_aa.Table.1.selections.wav,night,frog,True,apla_leuc
151,0.176,3.215,248.8,2879.2,apla_leuc,True,wavs/selected/night/LEEC48__0__20161212_200100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
152,7.17994975,7.318727664,622.0,2363.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161213_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
153,1.406177727,1.657280892,586.3,2671.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161214_191600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
154,46.559119581,46.729869734,951.2,2936.4,apla_leuc,True,wavs/selected/night/LEEC48__0__20161216_213100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
155,2.279922872,5.679981764,1542.6,2631.5,apla_leuc,True,wavs/selected/night/LEEC48__0__20161217_191600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
156,3.496,6.647,491.2,2771.9,apla_leuc,True,wavs/selected/night/LEEC48__0__20161217_200100_aa.Table.1.selections.wav,night,frog,True,apla_leuc
157,0.763278527,0.941707273,627.0,2403.5,apla_leuc,True,wavs/selected/night/LEEC48__0__20161219_204600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
158,1.5,4.101,260.3,2640.6,apla_leuc,True,wavs/selected/night/LEEC48__0__20161219_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
159,2.359224537,3.053114107,397.6,2928.0,apla_leuc,True,wavs/selected/night/LEEC48__0__20161220_221600_aa.Table.1.selections.wav,night,frog,True,apla_leuc
160,1.5,4.393,234.7,3325.5,apla_leuc,True,wavs/selected/night/LEEC49__0__20161020_183900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
161,3.548749514,3.776741801,545.3,2524.6,apla_leuc,True,wavs/selected/night/LEEC49__0__20161021_192400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
162,4.092,6.862,336.6,2827.4,apla_leuc,True,wavs/selected/night/LEEC49__0__20161023_200100_ma.Table.1.selections.wav,night,frog,True,apla_leuc
163,3.667702012,3.806479926,518.1,2442.4,apla_leuc,True,wavs/selected/night/LEEC49__0__20161023_200900_ma.Table.1.selections.wav,night,frog,True,apla_leuc
164,9.944810922,11.528922473,626.8,2949.8,apla_leuc,True,wavs/selected/night/LEEC49__0__20161024_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
165,11.028649921,11.256642208,542.5,2591.9,apla_leuc,True,wavs/selected/night/LEEC49__0__20161024_221600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
166,3.289007145,3.52691214,534.8,2530.1,apla_leuc,True,wavs/selected/night/LEEC49__0__20161025_205400_ma.Table.1.selections.wav,night,frog,True,apla_leuc
167,1.675247676,1.982541628,291.2,2912.3,apla_leuc,True,wavs/selected/night/LEEC49__0__20161026_204600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
168,7.273938533,7.462279988,539.9,2569.8,apla_leuc,True,wavs/selected/night/LEEC49__0__20161029_191600_ma.Table.1.selections.wav,night,frog,True,apla_leuc
